graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
1148,10,8,8,8,8
1149,9,7,6,7,9
1150,8,8,7,9,8
1151,9,8,8,10,10
1152,8,9,8,8,10
1153,9,8,9,9,9
1154,8,8,8,9,9
1155,10,9,7,10,9
1156,9,8,8,9,9
1157,10,9,10,9,9
1158,8,9,10,10,10
1159,10,8,7,10,10
1160,10,10,6,10,10
1161,10,8,10,9,10
1162,9,8,7,10,10
1163,10,9,7,10,10
1164,9,8,8,8,10
1165,10,9,6,8,10
1166,10,9,6,6,10
1167,10,8,4,10,10
1168,9,9,7,8,10
1169,10,9,7,8,10
1170,10,9,10,8,10
1171,10,8,6,10,10
1172,10,9,8,10,10
1173,10,8,8,10,10
1174,10,9,10,10,10
1175,10,9,8,10,10
1176,10,9,9,10,10
1177,10,8,9,10,10
1178,7,7,7,6,10
1179,10,8,6,10,10
1180,11,10,7,6,11
1181,11,9,7,6,11
1182,11,10,8,11,6
1183,11,8,8,11,10
1184,10,9,4,8,10
1185,10,9,10,6,10
1186,11,10,7,8,11
1187,11,9,8,11,11
1188,10,9,8,10,10
1189,10,10,8,10,10
1190,11,10,8,11,11
1191,10,10,6,11,11
1192,11,10,7,7,9
1193,11,10,7,9,11
1194,9,8,5,9,9
1195,9,9,6,9,9
1196,10,10,6,6,10
1197,9,8,7,7,9
1198,9,9,7,9,9
1199,8,8,5,9,9
1200,9,9,5,6,9
1201,9,9,7,9,7
1202,10,10,10,10,8
1203,8,7,4,8,8
1204,8,9,6,8,9
1205,10,10,6,6,10
1206,9,8,6,6,9
1207,9,9,8,9,8
1208,9,8,4,8,9
1209,9,9,6,6,9
1210,8,9,8,9,9
1211,8,10,6,10,10
1212,10,10,8,8,10
1213,10,8,8,10,10
1214,10,9,10,10,10
1215,10,9,8,9,10
1216,8,8,8,10,10
1217,9,9,10,10,10
1218,10,9,10,10,10
1219,10,10,8,10,9
1220,9,8,9,9,9
1221,9,9,8,10,10
1222,9,9,6,6,9
1223,10,9,8,8,10
1224,9,7,8,9,9
1225,9,8,8,9,8
1226,9,9,9,7,9
1227,9,10,8,8,10
1228,10,9,8,9,10
1229,10,8,10,10,10
1230,10,10,10,10,10
1231,10,9,9,10,10
1232,10,8,8,10,10
1233,10,9,9,10,10
1234,10,9,10,10,10
1235,8,10,10,10,10
1236,9,9,7,10,10
1237,10,9,9,10,10
1238,10,8,10,10,10
1239,8,9,9,9,9
1240,11,10,9,11,11
1241,11,9,9,9,11
1242,11,10,10,11,10
1243,11,9,11,11,11
1244,11,10,11,11,11
1245,11,10,10,11,11
1246,11,10,11,11,8
1247,11,10,11,11,11
1248,10,8,6,6,10
1249,10,9,4,10,10
1250,9,9,6,10,10
1251,8,10,6,10,10
1252,8,9,8,9,7
1253,9,10,7,10,10
1254,10,8,6,6,10
1255,10,9,6,6,10
1256,9,9,7,6,10
1257,10,10,6,10,10
1258,10,8,6,10,10
1259,10,9,8,10,10
1260,10,9,6,10,10
1261,10,10,10,10,10
1262,11,11,11,11,7
1263,11,8,7,11,11
1264,11,10,7,11,11
1265,11,9,9,11,11
1266,8,8,6,11,8
1267,11,9,7,7,11
1268,11,9,8,11,10
1269,8,10,9,10,11
1270,8,10,6,8,10
1271,10,9,8,10,10
1272,10,9,8,8,10
1273,10,10,8,8,10
1274,10,9,10,10,10
1275,10,10,10,10,10
1276,11,11,9,9,11
1277,11,9,9,9,9
1278,11,8,9,11,8
1279,11,9,9,9,11
1280,11,9,8,11,8
1281,11,10,10,10,9
1282,12,11,8,12,9
1283,12,9,8,8,12
1284,12,11,10,12,11
1285,12,9,10,12,12
1286,12,11,10,10,9
1287,12,10,10,12,11
1288,10,10,10,10,10
1289,10,9,8,8,10
1290,9,9,8,8,9
1291,10,9,6,6,10
1292,10,8,6,10,10
1293,10,9,7,8,10
1294,10,10,4,7,10
1295,10,10,6,10,10
1296,10,10,8,8,10
1297,11,11,10,10,10
1298,11,9,7,11,11
1299,11,9,10,10,10
1300,11,11,9,11,11
1301,11,11,9,11,11
1302,11,11,10,10,9
1303,10,8,6,8,10
1304,10,9,8,10,10
1305,9,10,6,10,10
1306,10,9,6,8,10
1307,11,10,7,11,6
1308,11,10,8,11,11
1309,11,11,8,11,11
1310,11,11,8,10,11
1311,11,10,11,10,11
1312,8,8,8,8,8
1313,8,8,6,6,7
1314,9,9,8,8,9
1315,9,8,6,8,9
1316,9,9,9,9,9
1317,9,9,8,8,9
1318,9,8,6,9,9
1319,9,8,9,7,8
1320,9,9,6,9,9
1321,9,8,8,8,9
1322,9,9,8,8,9
1323,10,9,7,10,10
1324,10,8,7,10,10
1325,10,9,4,10,10
1326,10,9,10,8,10
1327,9,8,9,8,9
1328,9,8,8,9,9
1329,8,8,9,8,9
1330,9,8,9,9,8
1331,9,7,6,8,5
1332,9,8,8,9,9
1333,10,9,8,10,10
1334,10,9,8,10,10
1335,10,9,8,10,10
1336,10,8,10,10,10
1337,10,9,5,10,10
1338,10,10,6,8,10
1339,10,7,6,8,6
1340,10,8,8,9,10
1341,11,10,7,11,11
1342,11,10,10,8,11
1343,11,10,6,11,8
1344,11,8,7,11,8
1345,9,9,9,9,9
1346,9,8,6,9,9
1347,10,8,9,9,10
1348,9,9,9,10,10
1349,10,9,10,10,10
1350,9,10,7,10,10
1351,10,9,8,10,10
1352,10,10,10,10,10
1353,11,11,6,9,7
1354,9,10,9,10,10
1355,11,11,9,8,11
1356,11,10,7,8,11
1357,11,11,7,9,10
1358,9,9,10,10,10
1359,11,11,10,7,11
1360,10,10,10,10,10
1361,10,10,8,8,10
1362,9,9,7,7,9
1363,9,9,8,8,9
1364,9,10,6,6,10
1365,9,9,9,8,9
1366,9,9,6,9,9
1367,9,9,8,9,9
1368,8,10,10,10,10
1369,10,8,10,10,8
1370,10,9,8,10,10
1371,10,8,6,10,10
1372,10,9,6,10,10
1373,10,9,6,10,10
1374,10,10,8,8,10
1375,10,10,8,8,10
1376,9,9,8,7,9
1377,9,9,5,5,9
1378,10,10,8,8,10
1379,8,9,9,6,9
1380,9,9,6,6,9
1381,10,10,8,8,9
1382,10,8,6,10,10
1383,10,9,6,6,7
1384,10,8,5,10,10
1385,10,9,8,10,10
1386,10,9,6,8,10
1387,9,10,10,8,10
1388,10,10,10,10,10
1389,10,8,8,10,10
1390,10,9,9,9,10
1391,10,8,10,10,10
1392,10,9,10,10,10
1393,10,9,10,10,10
1394,10,10,10,10,10
1395,11,11,9,11,9
1396,11,8,7,11,8
1397,11,9,9,11,11
1398,11,9,7,8,8
1399,10,8,9,11,11
1400,11,9,9,8,11
1401,11,9,9,9,11
1402,11,10,10,10,10
1403,10,9,6,9,10
1404,9,9,8,10,10
1405,11,10,6,10,11
1406,10,9,6,8,10
1407,11,10,7,9,10
1408,10,10,8,8,8
1409,10,10,9,10,10
1410,9,9,9,10,8
1411,9,9,8,9,10
1412,9,10,6,10,10
1413,10,9,10,10,10
1414,10,9,8,10,10
1415,8,9,8,10,10
1416,10,10,10,10,10
1417,11,9,9,11,11
1418,11,9,10,11,10
1419,10,9,8,8,11
1420,11,10,8,8,11
1421,10,9,10,10,10
1422,11,10,10,11,10
1423,10,10,6,6,10
1424,10,9,8,6,10
1425,10,9,10,10,10
1426,10,8,8,8,10
1427,11,10,11,8,11
1428,11,9,7,11,11
1429,11,10,7,8,11
1430,11,9,7,11,11
1431,9,8,10,10,9
1432,11,10,11,11,8
1433,11,9,11,11,11
1434,11,10,11,10,11
1435,11,9,11,11,11
1436,11,8,8,8,11
1437,10,9,7,8,11
1438,12,11,10,12,2
1439,12,10,10,12,11
1440,12,11,7,9,6
1441,12,9,10,12,9
1442,11,10,8,8,11
1443,11,10,11,11,11
1444,12,11,10,12,12
1445,12,11,10,10,12
1446,11,10,11,11,12
1447,12,11,11,9,12
1448,10,10,8,8,10
1449,11,9,7,10,10
1450,11,9,9,9,9
1451,11,10,9,11,11
1452,11,10,8,9,11
1453,11,11,8,8,8
1454,10,10,8,9,10
1455,11,9,7,8,11
1456,11,9,8,8,11
1457,11,10,9,11,11
1458,11,10,8,11,10
1459,11,11,8,9,11
1460,12,12,8,12,12
1461,12,9,12,12,12
1462,12,10,8,12,10
1463,12,10,12,12,9
1464,12,9,8,12,7
1465,12,10,12,12,9
1466,12,10,12,12,12
1467,12,11,10,7,10
1468,11,10,8,8,11
1469,11,11,10,10,11
1470,12,10,11,10,12
1471,12,9,10,12,12
1472,11,10,12,12,12
1473,10,10,12,12,9
1474,12,11,11,12,11
1475,13,12,13,13,13
1476,13,10,13,13,9
1477,13,12,13,13,6
1478,13,10,11,11,13
1479,13,11,12,13,13
1480,13,11,13,9,13
1481,7,6,7,7,7
1482,8,7,7,6,7
1483,8,7,8,8,8
1484,7,7,7,7,7
1485,8,7,8,8,8
1486,8,7,8,8,8
1487,8,8,8,8,8
1488,8,8,8,8,8
1489,8,8,6,6,8
1490,8,7,7,7,8
1491,9,8,6,7,9
1492,9,8,8,8,9
1493,8,9,8,6,9
1494,9,8,8,9,9
1495,8,7,8,8,8
1496,8,7,6,8,8
1497,8,7,8,8,8
1498,8,8,6,8,5
1499,7,8,6,8,8
1500,8,7,6,6,8
1501,9,8,6,9,9
1502,9,8,7,8,5
1503,9,9,5,9,9
1504,9,8,9,8,7
1505,9,9,8,9,9
1506,9,7,8,8,9
1507,10,9,4,10,10
1508,10,9,8,8,10
1509,10,10,4,10,10
1510,9,8,4,9,10
1511,9,8,7,9,8
1512,9,9,6,9,6
1513,9,9,7,7,9
1514,7,9,6,9,9
1515,7,9,7,9,9
1516,10,8,10,10,10
1517,10,9,8,10,9
1518,10,10,10,10,9
1519,10,9,10,8,5
1520,7,9,9,9,9
1521,9,9,9,9,9
1522,10,8,8,10,6
1523,10,8,10,10,10
1524,10,9,10,8,10
1525,10,8,6,5,10
1526,9,9,8,10,10
1527,11,9,10,10,10
1528,11,8,10,10,11
1529,11,8,10,10,11
1530,11,9,10,10,11
1531,8,10,10,8,10
1532,10,9,10,10,10
1533,11,11,10,10,11
1534,11,9,10,10,11
1535,9,9,9,9,9
1536,9,8,9,9,9
1537,10,7,8,8,10
1538,10,8,8,8,10
1539,10,10,4,10,8
1540,10,8,9,8,10
1541,8,8,8,9,8
1542,10,8,8,9,9
1543,10,10,8,6,10
1544,10,8,10,8,8
1545,10,7,8,8,10
1546,11,7,10,11,11
1547,11,8,11,11,11
1548,11,11,10,11,11
1549,11,8,6,9,10
1550,11,8,10,10,11
1551,11,9,10,10,11
1552,11,8,8,6,11
1553,11,9,10,10,10
1554,12,10,12,10,12
1555,12,8,12,12,12
1556,12,8,12,12,12
1557,12,9,12,12,12
1558,12,12,12,12,12
1559,10,9,12,12,12
1560,7,7,4,7,7
1561,7,7,7,5,7
1562,7,7,5,5,7
1563,7,7,6,6,7
1564,8,8,7,7,8
1565,8,7,7,7,8
1566,8,8,8,8,8
1567,8,8,8,7,8
1568,7,7,7,7,7
1569,7,7,7,7,7
1570,7,7,5,7,7
1571,7,7,5,6,5
1572,7,7,5,5,7
1573,7,7,7,7,7
1574,5,8,5,8,8
1575,8,7,8,8,8
1576,8,8,8,8,8
1577,8,8,7,8,8
1578,8,8,6,6,8
1579,8,8,8,8,8
1580,8,7,6,8,8
1581,8,7,6,8,8
1582,8,7,8,7,8
1583,7,8,7,8,8
1584,8,8,4,8,8
1585,8,8,8,6,8
1586,8,7,8,4,8
1587,8,7,7,8,8
1588,8,7,6,6,8
1589,8,7,6,8,8
1590,8,8,5,6,8
1591,8,8,6,7,8
1592,9,9,6,7,9
1593,9,8,6,9,9
1594,9,8,4,9,9
1595,9,8,6,7,8
1596,9,8,8,8,9
1597,8,8,8,9,9
1598,9,9,8,8,9
1599,9,9,8,8,9
1600,8,7,8,8,8
1601,8,8,8,8,8
1602,8,7,6,8,8
1603,8,7,6,9,9
1604,9,8,7,8,7
1605,9,9,9,9,9
1606,7,7,6,6,7
1607,8,7,8,8,8
1608,7,7,6,6,8
1609,8,8,5,7,9
1610,7,7,5,7,7
1611,8,8,8,8,8
1612,8,8,4,8,8
1613,7,7,8,8,8
1614,7,7,8,6,8
1615,7,7,6,6,8
1616,8,8,6,6,8
1617,8,8,5,8,8
1618,8,8,4,8,8
1619,8,8,6,8,8
1620,8,7,7,8,8
1621,8,8,8,8,8
1622,8,7,8,8,8
1623,8,8,6,8,8
1624,8,8,7,8,8
1625,9,9,9,9,9
1626,9,8,5,9,9
1627,9,7,7,9,9
1628,8,8,8,9,8
1629,9,7,7,9,9
1630,9,8,8,9,8
1631,8,8,9,9,9
1632,8,9,8,9,7
1633,8,8,8,8,8
1634,9,8,4,9,9
1635,9,8,6,9,9
1636,8,8,8,8,8
1637,8,8,6,9,9
1638,8,8,6,9,9
1639,9,8,5,7,9
1640,8,7,7,7,8
1641,8,8,7,9,8
1642,8,7,7,9,7
1643,9,8,7,9,9
1644,8,8,9,9,9
1645,9,9,9,9,9
1646,8,8,6,9,9
1647,8,9,5,9,9
1648,9,8,7,9,9
1649,9,8,9,9,9
1650,9,8,6,10,10
1651,10,8,10,10,7
1652,9,9,8,10,10
1653,10,9,8,10,10
1654,8,8,4,8,8
1655,9,9,8,8,9
1656,8,7,7,7,8
1657,8,8,8,8,8
1658,8,8,8,8,9
1659,9,9,8,8,9
1660,9,9,9,9,9
1661,8,8,8,8,8
1662,7,8,8,6,8
1663,9,8,4,9,9
1664,9,9,7,9,9
1665,9,7,5,5,9
1666,9,7,6,9,9
1667,9,8,6,9,9
1668,9,7,8,8,9
1669,9,8,8,8,9
1670,10,8,4,10,10
1671,9,9,6,6,10
1672,9,9,9,9,9
1673,8,7,5,8,8
1674,8,8,6,6,8
1675,8,8,6,8,8
1676,8,9,7,6,9
1677,9,7,6,9,9
1678,9,8,4,6,9
1679,7,7,5,8,9
1680,9,8,8,8,9
1681,9,8,5,9,9
1682,9,9,8,8,7
1683,8,8,7,7,8
1684,8,8,8,8,8
1685,8,8,8,8,8
1686,8,9,8,9,9
1687,9,9,5,9,9
1688,9,8,9,9,7
1689,9,7,6,9,9
1690,9,8,8,9,9
1691,7,7,6,6,9
1692,9,8,6,9,9
1693,9,8,7,9,9
1694,8,9,9,9,9
1695,10,10,6,10,10
1696,10,8,4,4,9
1697,10,7,5,10,10
1698,10,8,10,10,9
1699,10,7,4,8,10
1700,10,8,8,8,10
1701,10,8,6,10,10
1702,10,9,6,8,10
1703,10,9,6,6,10
1704,10,8,4,6,10
1705,9,8,8,8,9
1706,9,9,9,9,9
1707,10,8,10,8,10
1708,9,8,6,10,10
1709,10,9,8,10,10
1710,10,9,8,10,10
1711,10,9,6,10,10
1712,10,8,6,10,10
1713,11,9,5,6,11
1714,9,8,7,8,11
1715,11,10,7,6,11
1716,11,9,7,11,11
1717,8,8,4,8,8
1718,7,8,8,8,7
1719,9,8,9,9,9
1720,9,9,9,9,9
1721,8,7,8,8,8
1722,8,8,8,2,8
1723,9,8,9,9,9
1724,8,8,9,9,9
1725,9,9,9,9,9
1726,9,8,4,9,9
1727,9,9,9,7,9
1728,9,9,8,8,9
1729,9,9,8,8,9
1730,8,8,6,8,8
1731,10,8,10,10,10
1732,9,8,9,6,9
1733,9,8,9,6,9
1734,9,9,9,9,9
1735,9,9,9,9,9
1736,9,9,7,8,9
1737,9,9,8,8,9
1738,9,9,10,10,10
1739,10,9,9,9,10
1740,10,9,9,9,10
1741,9,9,10,7,10
1742,10,9,10,10,10
1743,10,10,10,10,10
1744,10,10,10,10,7
1745,9,9,6,9,9
1746,9,9,9,9,9
1747,9,9,8,8,9
1748,9,8,8,8,8
1749,9,9,6,6,10
1750,10,8,6,8,10
1751,10,10,6,8,10
1752,10,10,9,8,10
1753,9,9,8,9,8
1754,10,8,7,9,9
1755,10,10,8,6,10
1756,10,10,8,8,9
1757,9,8,9,9,9
1758,8,9,8,8,9
1759,10,9,7,8,10
1760,10,9,8,10,10
1761,9,9,8,8,10
1762,10,9,10,10,10
1763,10,9,10,9,10
1764,11,9,10,10,11
1765,11,9,10,10,11
1766,11,10,10,10,11
1767,11,10,10,10,10
1768,10,7,10,10,10
1769,9,8,8,9,9
1770,8,7,6,8,8
1771,8,8,8,9,9
1772,10,8,8,10,8
1773,9,8,9,9,8
1774,8,8,9,7,9
1775,10,8,10,10,10
1776,9,8,7,9,9
1777,9,9,9,9,9
1778,9,8,6,9,9
1779,9,9,9,9,5
1780,9,9,10,8,9
1781,8,7,8,8,8
1782,9,7,7,9,9
1783,9,8,9,9,9
1784,9,8,9,9,9
1785,8,8,8,9,5
1786,9,9,9,9,9
1787,9,8,6,9,9
1788,9,9,9,9,9
1789,10,8,8,10,10
1790,10,9,10,10,10
1791,10,9,9,9,10
1792,10,9,9,10,10
1793,9,9,9,9,9
1794,10,10,10,10,9
1795,9,9,9,9,10
1796,10,10,9,9,6
1797,10,10,8,10,10
1798,9,10,9,9,10
1799,8,8,7,9,9
1800,9,8,6,9,9
1801,9,9,7,9,9
1802,8,8,9,8,9
1803,9,9,8,8,9
1804,9,9,4,9,8
1805,9,8,7,7,8
1806,7,9,7,9,9
1807,9,9,9,9,9
1808,8,9,6,9,9
1809,10,10,10,10,10
1810,10,8,10,10,10
1811,10,8,8,10,10
1812,10,9,10,10,10
1813,10,8,6,6,10
1814,10,9,6,6,7
1815,9,9,10,10,10
1816,10,10,5,10,8
1817,10,8,8,10,10
1818,9,8,9,6,9
1819,9,8,8,9,7
1820,9,9,8,10,10
1821,9,9,8,10,10
1822,10,8,10,8,10
1823,9,9,8,8,9
1824,10,9,9,9,10
1825,9,9,8,9,9
1826,8,9,7,9,9
1827,9,9,9,9,9
1828,10,9,10,10,10
1829,10,9,10,10,10
1830,10,9,10,10,10
1831,10,9,6,6,10
1832,9,9,10,10,10
1833,10,10,8,8,10
1834,10,10,8,10,9
1835,9,8,9,7,9
1836,9,8,10,10,10
1837,9,9,8,10,10
1838,10,9,8,10,10
1839,9,9,8,8,10
1840,10,9,10,10,10
1841,10,9,8,10,9
1842,10,9,9,10,10
1843,9,9,9,10,10
1844,10,9,6,7,10
1845,10,9,10,10,7
1846,11,9,6,7,11
1847,11,9,8,11,11
1848,9,10,8,8,11
1849,10,10,8,11,11
1850,10,10,8,10,10
1851,10,10,10,8,10
1852,10,11,8,11,11
1853,11,11,8,9,9
1854,9,9,8,8,9
1855,10,10,8,8,10
1856,9,9,9,9,9
1857,10,10,8,10,10
1858,8,8,10,10,10
1859,9,9,9,10,10
1860,10,8,8,8,10
1861,10,9,4,8,10
1862,10,9,4,10,10
1863,10,10,6,10,10
1864,10,10,8,9,10
1865,10,9,8,9,10
1866,9,9,10,8,10
1867,9,10,10,10,10
1868,10,10,8,10,10
1869,10,9,8,10,10
1870,10,9,6,6,10
1871,9,9,5,10,10
1872,10,10,10,10,7
1873,11,8,7,11,11
1874,11,8,7,6,11
1875,11,9,8,11,11
1876,11,8,8,7,11
1877,11,9,8,8,11
1878,10,9,8,8,11
1879,10,10,7,7,11
1880,10,10,6,11,11
1881,10,10,10,9,11
1882,10,10,10,10,10
1883,10,10,10,10,10
1884,10,10,10,10,8
1885,10,10,8,8,10
1886,11,10,10,10,11
1887,11,9,9,10,11
1888,10,10,4,11,11
1889,11,9,8,8,11
1890,11,11,10,10,11
1891,11,11,10,10,11
1892,11,10,7,11,11
1893,11,10,10,10,7
1894,9,10,8,11,11
1895,10,10,8,11,10
1896,12,10,6,8,12
1897,12,9,8,8,12
1898,9,11,7,12,12
1899,10,11,7,9,12
1900,12,12,10,10,12
1901,11,12,6,10,12
1902,9,8,9,9,9
1903,9,8,8,7,8
1904,9,9,9,9,9
1905,9,9,9,8,9
1906,10,8,10,10,10
1907,9,9,9,9,7
1908,10,8,10,10,10
1909,10,9,10,10,10
1910,10,7,10,6,10
1911,10,8,8,8,8
1912,9,9,9,9,7
1913,11,9,10,10,11
1914,11,8,7,7,11
1915,11,9,10,10,11
1916,9,9,9,9,9
1917,10,9,10,8,10
1918,10,10,9,8,10
1919,10,10,8,8,9
1920,11,9,10,10,11
1921,11,10,10,10,11
1922,11,10,10,9,11
1923,9,8,9,9,8
1924,8,9,8,7,9
1925,8,8,9,9,7
1926,9,9,9,9,9
1927,9,8,8,9,9
1928,9,9,9,9,9
1929,8,8,6,6,8
1930,9,8,9,9,9
1931,9,9,8,9,9
1932,9,7,8,8,9
1933,9,8,8,7,9
1934,9,8,4,10,10
1935,10,9,4,10,10
1936,9,8,6,4,10
1937,9,9,8,8,10
1938,9,8,5,9,9
1939,8,9,9,9,9
1940,9,8,9,9,9
1941,9,9,9,9,9
1942,8,8,9,9,9
1943,10,10,9,9,10
1944,10,10,9,9,10
1945,10,8,6,7,10
1946,10,10,10,10,10
1947,10,8,9,9,10
1948,8,8,8,8,8
1949,9,9,9,9,9
1950,9,8,9,6,9
1951,9,9,9,9,9
1952,8,8,7,7,9
1953,9,9,8,8,9
1954,9,9,8,8,9
1955,8,9,8,10,10
1956,10,9,8,10,10
1957,10,9,9,9,10
1958,9,8,9,9,10
1959,10,10,7,10,10
1960,10,10,10,10,10
1961,11,8,3,10,11
1962,11,9,10,10,11
1963,11,10,7,7,11
1964,11,9,10,10,11
1965,11,8,10,11,11
1966,11,8,10,10,11
1967,11,9,10,10,11
1968,11,8,10,10,11
1969,11,9,10,10,10
1970,11,8,10,7,11
1971,11,9,10,10,11
1972,12,10,9,12,12
1973,12,8,9,9,12
1974,12,8,12,12,12
1975,12,9,12,12,10
1976,11,9,10,10,10
1977,12,11,12,12,12
1978,12,10,12,12,12
1979,10,9,10,10,10
1980,10,9,8,10,10
1981,10,10,10,10,10
1982,10,9,10,10,10
1983,10,10,10,8,10
1984,10,9,8,10,10
1985,10,10,8,10,10
1986,11,9,5,11,9
1987,11,9,6,11,11
1988,11,10,7,10,9
1989,7,9,10,9,10
1990,10,9,8,10,10
1991,10,10,9,9,10
1992,11,9,6,11,7
1993,11,10,7,7,11
1994,11,10,8,11,8
1995,10,7,10,10,10
1996,8,8,7,7,9
1997,8,8,9,9,8
1998,9,8,9,9,9
1999,10,8,6,6,10
2000,9,8,9,9,9
2001,9,8,9,9,9
2002,9,8,9,9,9
2003,10,8,9,10,9
2004,9,9,6,9,9
2005,9,9,8,8,9
2006,8,7,8,10,10
2007,9,8,8,10,10
2008,10,9,8,10,10
2009,9,8,5,10,10
2010,8,8,9,9,9
2011,10,8,10,8,10
2012,9,9,8,8,9
2013,10,7,10,8,8
2014,10,8,6,6,10
2015,10,9,8,8,9
2016,10,8,10,8,10
2017,7,8,9,9,9
2018,9,9,9,9,9
2019,10,9,8,10,10
2020,10,9,8,10,10
2021,9,9,10,10,10
2022,10,8,6,7,6
2023,10,10,6,10,10
2024,10,10,8,8,10
2025,11,8,7,11,10
2026,11,9,11,11,11
2027,11,10,8,11,11
2028,11,9,8,8,11
2029,10,10,10,9,10
2030,10,10,8,8,10
2031,11,9,10,10,11
2032,11,9,10,10,11
2033,10,10,10,8,11
2034,11,9,7,11,11
2035,11,9,11,7,11
2036,11,10,10,11,11
2037,11,9,11,11,11
2038,11,10,8,11,11
2039,12,10,12,12,12
2040,12,9,5,12,12
2041,12,9,12,8,12
2042,12,10,7,9,8
2043,11,9,10,10,11
2044,11,10,10,10,9
2045,12,9,12,12,12
2046,12,10,12,8,9
2047,12,11,12,12,12
2048,12,10,12,8,8
2049,10,8,7,8,10
2050,10,7,4,11,11
2051,11,8,7,11,11
2052,11,10,8,8,11
2053,9,8,8,8,9
2054,10,8,8,8,9
2055,10,10,10,9,10
2056,11,8,8,10,10
2057,11,10,10,10,11
2058,11,8,10,11,11
2059,10,9,9,10,10
2060,11,9,7,11,10
2061,11,10,8,8,11
2062,11,9,8,8,11
2063,11,8,9,7,11
2064,11,11,10,10,11
2065,11,11,10,10,11
2066,12,8,6,8,12
2067,12,9,8,8,9
2068,12,11,10,10,12
2069,12,9,10,10,12
2070,11,9,9,11,9
2071,11,9,10,10,11
2072,10,10,8,11,11
2073,11,12,8,8,11
2074,12,9,9,12,12
2075,12,10,10,10,12
2076,9,12,7,12,11
2077,12,10,7,7,12
2078,12,9,12,12,12
2079,12,10,12,10,12
2080,13,11,3,9,13
2081,13,9,10,10,13
2082,13,9,10,10,10
2083,13,10,10,10,13
2084,13,12,10,10,12
2085,13,10,6,9,13
2086,8,8,8,8,8
2087,9,9,8,7,9
2088,9,8,8,8,9
2089,9,9,8,8,9
2090,10,9,6,10,7
2091,9,9,9,9,9
2092,8,8,7,7,9
2093,9,8,7,8,9
2094,9,9,4,9,9
2095,9,8,5,8,9
2096,9,8,8,8,9
2097,10,8,6,10,10
2098,10,9,4,10,10
2099,8,9,8,8,10
2100,9,8,9,9,9
2101,9,9,9,9,8
2102,9,8,8,8,9
2103,9,8,8,9,9
2104,10,9,8,10,5
2105,9,7,9,9,9
2106,10,8,8,10,9
2107,9,7,8,10,10
2108,10,8,8,10,10
2109,9,9,10,10,10
2110,9,9,6,10,10
2111,9,8,6,10,10
2112,10,8,8,6,10
2113,11,8,7,11,11
2114,10,9,11,11,11
2115,11,9,7,7,11
2116,10,9,9,10,9
2117,10,10,8,10,10
2118,10,9,10,10,10
2119,9,10,8,11,11
2120,10,9,10,11,11
2121,10,9,7,5,10
2122,11,9,10,11,11
2123,11,9,7,11,11
2124,11,10,8,8,11
2125,11,10,9,11,11
2126,9,8,7,7,9
2127,9,9,8,6,7
2128,10,9,10,10,7
2129,10,9,9,8,10
2130,10,10,8,10,9
2131,9,9,6,6,10
2132,10,7,8,8,10
2133,10,8,8,10,9
2134,9,10,8,8,10
2135,7,9,10,7,10
2136,10,8,10,10,10
2137,10,9,8,10,10
2138,11,8,11,11,11
2139,10,9,11,11,11
2140,11,10,11,11,11
2141,10,9,9,10,10
2142,10,8,8,10,10
2143,10,9,10,10,10
2144,10,9,8,10,10
2145,10,9,9,9,11
2146,10,9,11,11,11
2147,11,10,10,10,11
2148,11,10,11,11,11
2149,10,9,6,6,10
2150,10,9,8,10,10
2151,11,9,6,8,11
2152,11,9,9,11,11
2153,11,10,9,8,7
2154,11,10,8,8,11
2155,9,9,8,8,10
2156,10,8,8,10,10
2157,8,8,8,7,10
2158,10,9,7,5,11
2159,11,10,8,11,11
2160,9,8,8,10,10
2161,11,9,10,11,11
2162,10,10,11,11,11
2163,11,9,8,8,11
2164,10,9,10,10,11
2165,11,9,10,8,12
2166,10,9,10,12,12
2167,11,10,10,10,12
2168,11,10,10,11,12
2169,12,11,10,12,12
2170,10,11,10,12,12
2171,12,11,10,12,11
2172,9,10,6,10,10
2173,10,10,6,10,5
2174,10,10,8,10,9
2175,10,9,9,10,10
2176,10,10,7,10,10
2177,10,10,8,10,10
2178,11,11,7,7,11
2179,9,9,10,10,10
2180,11,9,8,11,8
2181,11,11,10,10,11
2182,11,11,10,10,10
2183,11,9,10,8,10
2184,9,11,10,10,11
2185,10,10,10,9,11
2186,11,10,9,11,10
2187,9,10,8,10,8
2188,9,9,9,10,10
2189,10,9,8,10,10
2190,10,10,10,7,10
2191,10,9,8,10,9
2192,10,9,10,10,8
2193,10,10,9,10,10
2194,10,10,10,10,10
2195,10,10,9,10,8
2196,11,11,6,6,11
2197,10,9,7,8,7
2198,10,11,8,8,11
2199,10,9,11,11,11
2200,9,11,6,8,11
2201,11,10,10,10,11
2202,11,10,10,11,11
2203,10,10,6,6,10
2204,9,9,8,8,9
2205,9,9,8,8,9
2206,10,10,8,8,10
2207,10,10,10,10,10
2208,9,9,9,9,9
2209,9,9,9,9,9
2210,9,9,9,8,9
2211,10,10,10,10,10
2212,10,8,10,7,10
2213,10,9,8,8,10
2214,10,8,6,10,10
2215,9,9,6,6,9
2216,9,10,6,6,7
2217,10,10,10,8,10
2218,9,9,7,7,9
2219,9,9,9,7,9
2220,8,10,8,8,9
