graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
1,3,3,3,3,3
2,3,3,3,3,3
3,3,3,2,3,3
4,4,4,4,4,4
5,4,3,4,4,4
6,4,4,4,4,4
