graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,grp_size_1,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str
190, True ,10,3,2, False , False , [] ,0," [[5, 3, 6, 0], [4, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,0,4,0,0,0
191, False ,11,3,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 2, 6], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 3), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,3,2,0,0,0
192, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 4), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,6,0,0,0,0
193, False ,12,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [4, 5, 0], [4, 1, 5]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 3, 2, 5, 4, 6], [0, 2, 1, 3, 4, 6, 5]] ",6," [0, 1, 1, 1, 4, 4, 4] ",3,6,0,0,0,0
194, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 2, 6], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 5), (5, 4), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,4,2,0,0,0
195, False ,13,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 5), (5, 5), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,7,0,0,0,0
196, False ,10,3,3, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 5, 0], [4, 1, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6]] ",4," [0, 1, 1, 3, 4, 4, 6] ",5,2,2,0,0,0
197, False ,11,3,3, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [4, 2, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 4), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6], [1, 0, 2, 3, 4, 5, 6]] ",4," [0, 0, 2, 3, 4, 4, 6] ",5,4,1,0,0,0
198, True ,10,3,2, False , False , [6] ,1," [[4, 2, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 3), (5, 3), (6, 4)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,0,4,0,0,0
199, False ,11,3,3, False , False , [6] ,1," [[4, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 4), (5, 3), (6, 5)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,3,2,0,0,0
200, False ,12,2,3, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 4), (5, 4), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,6,0,0,0,0
201, False ,12,3,4, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [4, 5, 0], [4, 2, 5]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6], [1, 0, 2, 3, 4, 5, 6]] ",4," [0, 0, 2, 3, 4, 4, 6] ",5,6,0,0,0,0
202, False ,12,3,3, False , False , [6] ,1," [[4, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 5), (5, 4), (6, 5)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,4,2,0,0,0
203, False ,13,2,4, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 5), (5, 5), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,7,0,0,0,0
204, False ,11,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 2, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 4), (6, 4)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 6, 5, 4]] ",4," [0, 0, 2, 2, 4, 5, 4] ",4,2,3,0,0,0
205, False ,11,3,3, False , False , [5] ,1," [[4, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 6, 5, 4], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 4] ",4,3,2,0,0,0
206, True ,11,3,2, False , False , [] ,0," [[5, 3, 6, 0], [4, 2, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 3), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 5] ",4,0,5,0,0,0
207, False ,12,3,3, False , False , [] ,0," [[5, 6, 0], [5, 3, 6], [4, 2, 6, 0], [5, 2, 6], [4, 1, 6, 0], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 3), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 5] ",4,4,2,0,0,0
208, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 4), (5, 4), (6, 5)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,3,3,0,0,0
209, False ,13,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 4), (5, 5), (6, 6)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,7,0,0,0,0
210, False ,14,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 5), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 5] ",4,8,0,0,0,0
211, False ,13,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 3, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,6,1,0,0,0
212, True ,12,2,2, False , False , [] ,0," [[4, 3, 6, 0], [5, 3, 6, 0], [4, 2, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",144," [0, 0, 0, 0, 4, 4, 4] ",2,0,6,0,0,0
213, False ,13,2,3, False , False , [] ,0," [[4, 6, 0], [4, 3, 6], [5, 3, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 5), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 6, 5, 4], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",48," [0, 0, 0, 0, 4, 5, 4] ",3,4,3,0,0,0
214, False ,14,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [4, 3, 6], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 5), (5, 5), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",48," [0, 0, 0, 0, 4, 4, 6] ",3,8,0,0,0,0
215, False ,15,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [4, 3, 6], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",144," [0, 0, 0, 0, 4, 4, 4] ",2,9,0,0,0,0
216, True ,6,4,2, False , False ," [1, 6, 2, 0] ",4, [] ," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 1), (6, 3)] "," [[0, 2, 1, 3, 5, 4, 6], [1, 0, 2, 4, 3, 5, 6]] ",6," [0, 0, 0, 3, 3, 3, 6] ",3,0,0,0,0,0
217, False ,7,4,3, False , False ," [1, 6, 2] ",3," [[3, 6, 0]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 1), (5, 1), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 2, 1, 3, 5, 4, 6]] ",4," [0, 1, 1, 0, 4, 4, 6] ",4,1,0,0,0,0
218, False ,8,3,3, False , False ," [6, 2] ",2," [[3, 6, 0], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 1), (6, 5)] "," [[0, 4, 2, 3, 1, 5, 6], [1, 0, 2, 4, 3, 5, 6]] ",8," [0, 0, 2, 0, 0, 5, 6] ",4,2,0,0,0,0
219, False ,9,2,3, False , True , [6] ,1," [[3, 6, 0], [2, 5, 6], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 6)] "," [[0, 1, 5, 3, 4, 2, 6], [0, 2, 1, 3, 5, 4, 6], [1, 0, 2, 4, 3, 5, 6]] ",48," [0, 0, 0, 0, 0, 0, 6] ",2,3,0,0,0,0
220, False ,8,3,3, False , False ," [6, 0] ",2," [[1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4)] "," [[0, 1, 2, 5, 4, 3, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 3, 1, 3, 6] ",5,2,0,0,0,0
221, False ,8,4,3, False , False ," [1, 6] ",2," [[3, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 1), (5, 2), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6]] ",2," [0, 1, 2, 0, 4, 5, 6] ",6,2,0,0,0,0
222, False ,9,3,4, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 1), (5, 3), (6, 5)] "," [[0, 1, 2, 5, 4, 3, 6], [3, 1, 2, 0, 4, 5, 6]] ",6," [0, 1, 2, 0, 4, 0, 6] ",5,3,0,0,0,0
223, False ,9,3,3, False , False , [6] ,1," [[3, 6, 0], [1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 2), (6, 5)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 0, 1, 5, 6] ",5,3,0,0,0,0
224, False ,10,2,4, False , False , [6] ,1," [[3, 6, 0], [5, 6, 0], [1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 3), (6, 6)] "," [[0, 1, 2, 5, 4, 3, 6], [3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",12," [0, 1, 2, 0, 1, 0, 6] ",4,4,0,0,0,0
7, True ,7,3,2, False , False , [6] ,1," [[5, 1, 6, 0]] "," [(0, 2), (1, 2), (2, 1), (3, 1), (4, 1), (5, 2), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 2, 4, 3, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",12," [0, 0, 2, 2, 2, 5, 6] ",4,0,1,0,0,0
225, True ,6,6,2, False , False ," [1, 6, 2, 5, 0] ",5, [] ," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 2), (6, 2)] "," [[1, 0, 2, 4, 3, 6, 5]] ",2," [0, 0, 2, 3, 3, 5, 5] ",4,0,0,0,0,0
226, False ,7,5,3, False , False ," [6, 2, 5, 0] ",4," [[1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 2), (6, 3)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,1,0,0,0,0
227, False ,7,4,2, False , False ," [1, 6] ",2," [[3, 6, 2, 5, 0]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 1), (5, 2), (6, 3)] "," [[5, 1, 3, 2, 4, 0, 6]] ",2," [0, 1, 2, 2, 4, 0, 6] ",5,0,0,1,0,0
228, False ,8,3,3, False , True , [6] ,1," [[3, 6, 2, 5, 0], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6], [5, 1, 3, 2, 4, 0, 6]] ",4," [0, 1, 2, 2, 1, 0, 6] ",4,1,0,1,0,0
229, False ,7,4,3, False , False ," [5, 1, 6, 0] ",4," [[5, 6, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 1), (4, 1), (5, 3), (6, 3)] "," [[5, 1, 3, 2, 4, 0, 6]] ",2," [0, 1, 2, 2, 4, 0, 6] ",5,1,0,0,0,0
230, False ,7,4,3, False , False ," [5, 6, 0] ",3," [[1, 4, 6]] "," [(0, 3), (1, 2), (2, 1), (3, 1), (4, 2), (5, 2), (6, 3)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,1,0,0,0,0
8, False ,8,2,3, False , False , [6] ,1," [[5, 6, 0], [5, 1, 6]] "," [(0, 2), (1, 2), (2, 1), (3, 1), (4, 1), (5, 3), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 2, 4, 3, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",12," [0, 0, 2, 2, 2, 5, 6] ",4,2,0,0,0,0
231, False ,8,3,3, False , False ," [5, 6, 0] ",3," [[5, 6, 0], [1, 4, 6]] "," [(0, 3), (1, 2), (2, 1), (3, 1), (4, 2), (5, 3), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6], [5, 1, 3, 2, 4, 0, 6]] ",4," [0, 1, 2, 2, 1, 0, 6] ",4,2,0,0,0,0
232, False ,7,5,3, False , False ," [1, 6, 5, 0] ",4," [[3, 6, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 1), (5, 2), (6, 3)] "," [[6, 5, 4, 3, 2, 1, 0]] ",2," [0, 1, 2, 3, 2, 1, 0] ",4,1,0,0,0,0
233, False ,8,4,3, False , False ," [6, 5, 0] ",3," [[3, 6, 0], [1, 4, 6]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,2,0,0,0,0
234, True ,7,4,2, False , False ," [1, 6, 0] ",3," [[5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 1), (5, 2), (6, 3)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,0,1,0,0,0
235, False ,8,4,3, False , False ," [1, 6, 0] ",3," [[5, 6, 0], [5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 1), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,0,0,0,0
236, False ,8,3,3, False , False ," [6, 0] ",2," [[1, 4, 6], [5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 2), (5, 2), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,1,1,0,0,0
237, False ,9,3,3, False , False ," [6, 0] ",2," [[5, 6, 0], [1, 4, 6], [5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 2), (5, 3), (6, 5)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,3,0,0,0,0
238, False ,8,4,3, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 1), (5, 2), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,1,1,0,0,0
239, False ,9,3,3, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 6, 0], [5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5)] "," [[5, 1, 3, 2, 4, 0, 6]] ",2," [0, 1, 2, 2, 4, 0, 6] ",5,3,0,0,0,0
240, False ,9,3,3, False , False , [6] ,1," [[3, 6, 0], [1, 4, 6], [5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 5)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,2,1,0,0,0
9, True ,6,4,2, False , False ," [5, 6, 0] ",3, [] ," [(0, 2), (1, 1), (2, 1), (3, 1), (4, 1), (5, 3), (6, 3)] "," [[0, 1, 2, 4, 3, 5, 6], [0, 2, 1, 3, 4, 5, 6], [0, 3, 4, 1, 2, 6, 5]] ",8," [0, 1, 1, 1, 1, 5, 5] ",3,0,0,0,0,0
241, False ,10,2,3, False , False , [6] ,1," [[3, 6, 0], [5, 6, 0], [1, 4, 6], [5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 3), (6, 6)] "," [[0, 4, 2, 3, 1, 5, 6], [5, 1, 3, 2, 4, 0, 6]] ",4," [0, 1, 2, 2, 1, 0, 6] ",4,4,0,0,0,0
242, False ,8,4,3, False , False ," [6, 2, 5] ",3," [[3, 5, 0], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 3), (6, 3)] "," [[0, 4, 2, 3, 1, 5, 6], [1, 0, 2, 4, 3, 6, 5]] ",8," [0, 0, 2, 0, 0, 5, 5] ",3,2,0,0,0,0
243, False ,9,3,3, False , True ," [6, 5] ",2," [[3, 5, 0], [2, 6, 5], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 4), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6], [1, 0, 2, 4, 3, 6, 5]] ",8," [0, 0, 2, 0, 0, 5, 5] ",3,3,0,0,0,0
244, False ,9,3,3, False , False ," [5, 6] ",2," [[5, 6, 0], [1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 2), (5, 4), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,3,0,0,0,0
245, False ,9,4,4, False , False ," [5, 1, 6] ",3," [[3, 6, 0], [5, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 1), (5, 4), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6]] ",2," [0, 1, 2, 0, 4, 5, 6] ",6,3,0,0,0,0
246, False ,9,4,3, False , False ," [5, 6] ",2," [[3, 6, 0], [1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 3), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 0, 1, 5, 6] ",5,3,0,0,0,0
247, False ,10,3,4, False , False ," [5, 6] ",2," [[3, 6, 0], [5, 6, 0], [1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 4), (6, 5)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 0, 1, 5, 6] ",5,4,0,0,0,0
248, False ,9,3,3, False , False , [6] ,1," [[1, 4, 6], [5, 2, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 3), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,2,1,0,0,0
249, False ,10,3,3, False , False , [6] ,1," [[5, 6, 0], [1, 4, 6], [5, 2, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 4), (6, 5)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,4,0,0,0,0
10, False ,7,3,3, False , False ," [5, 6] ",2," [[5, 6, 0]] "," [(0, 2), (1, 1), (2, 1), (3, 1), (4, 1), (5, 4), (6, 4)] "," [[0, 1, 2, 4, 3, 5, 6], [0, 2, 1, 3, 4, 5, 6], [0, 3, 4, 1, 2, 6, 5]] ",8," [0, 1, 1, 1, 1, 5, 5] ",3,1,0,0,0,0
250, False ,9,4,3, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 2, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 3), (4, 1), (5, 3), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6]] ",2," [0, 1, 2, 0, 4, 5, 6] ",6,2,1,0,0,0
251, False ,10,3,4, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 6, 0], [5, 2, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 3), (4, 1), (5, 4), (6, 5)] "," [[3, 1, 2, 0, 4, 5, 6]] ",2," [0, 1, 2, 0, 4, 5, 6] ",6,4,0,0,0,0
252, False ,10,3,3, False , False , [6] ,1," [[3, 6, 0], [1, 4, 6], [5, 2, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 3), (4, 2), (5, 3), (6, 5)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 0, 1, 5, 6] ",5,3,1,0,0,0
253, False ,11,2,4, False , False , [6] ,1," [[3, 6, 0], [5, 6, 0], [1, 4, 6], [5, 2, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 3), (4, 2), (5, 4), (6, 6)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 0, 1, 5, 6] ",5,5,0,0,0,0
254, False ,9,3,3, False , False , [6] ,1," [[3, 6, 0], [5, 1, 4, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 3), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6]] ",2," [0, 1, 2, 0, 4, 5, 6] ",6,2,0,1,0,0
255, False ,10,3,4, False , False , [6] ,1," [[3, 6, 0], [5, 6, 0], [5, 1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 4), (6, 5)] "," [[3, 1, 2, 0, 4, 5, 6]] ",2," [0, 1, 2, 0, 4, 5, 6] ",6,3,1,0,0,0
256, False ,8,3,3, False , False ," [1, 6] ",2," [[5, 1, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 1), (5, 3), (6, 3)] "," [[5, 6, 4, 3, 2, 0, 1]] ",2," [0, 1, 2, 3, 2, 0, 1] ",4,1,1,0,0,0
257, False ,9,3,3, False , False , [6] ,1," [[1, 4, 6], [5, 1, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 2), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,1,0,0,0
